Code,Year,Current health expenditure (CHE) as percentage of gross domestic product (GDP) (%)
STP,2000,9.31893
STP,2001,9.64002
STP,2002,9.4986
STP,2003,11.46527
STP,2004,10.72118
STP,2005,10.352
STP,2006,7.1056
STP,2007,7.00609
STP,2008,5.97009
STP,2009,5.75177
STP,2010,5.80828
STP,2011,5.6516
STP,2012,7.073
STP,2013,8.94061
STP,2014,7.91452
STP,2015,6.53227
STP,2016,7.60212
STP,2017,7.46631
STP,2018,5.9196
STP,2019,5.48079
STP,2020,7.32044
STP,2021,7.8589
STP,2022,7.4642
SAU,2000,4.21161
SAU,2001,4.46175
SAU,2002,4.24939
SAU,2003,3.97911
SAU,2004,3.58402
SAU,2005,3.41868
SAU,2006,3.61923
SAU,2007,3.5623
SAU,2008,2.97101
SAU,2009,4.29044
SAU,2010,3.64787
SAU,2011,3.68218
SAU,2012,3.98779
SAU,2013,4.42293
SAU,2014,5.15801
SAU,2015,5.86203
SAU,2016,6.24143
SAU,2017,6.03126
SAU,2018,5.34063
SAU,2019,5.46744
SAU,2020,6.6463
SAU,2021,5.93034
SAU,2022,4.62462
SEN,2000,3.55015
SEN,2001,3.68149
SEN,2002,3.95294
SEN,2003,4.29704
SEN,2004,4.56856
SEN,2005,3.67467
SEN,2006,3.76338
SEN,2007,3.41497
SEN,2008,3.50688
SEN,2009,3.84157
SEN,2010,4.02764
SEN,2011,4.21417
SEN,2012,4.26688
SEN,2013,4.38574
SEN,2014,4.38962
SEN,2015,4.3779
SEN,2016,4.25607
SEN,2017,4.16359
SEN,2018,4.43182
SEN,2019,4.49531
SEN,2020,5.15119
SEN,2021,4.44256
SEN,2022,4.06358
SRB,2000,6.18358
SRB,2001,6.49677
SRB,2002,7.59296
SRB,2003,7.66696
SRB,2004,7.842
SRB,2005,8.28381
SRB,2006,8.4939
SRB,2007,9.37649
SRB,2008,9.48246
SRB,2009,9.34624
SRB,2010,9.5273
SRB,2011,9.1138
SRB,2012,9.3282
SRB,2013,9.31232
SRB,2014,9.24599
SRB,2015,8.8132
SRB,2016,8.45891
SRB,2017,8.22039
SRB,2018,8.53168
SRB,2019,8.66553
SRB,2020,8.70042
SRB,2021,10.00951
SRB,2022,9.65743
SYC,2000,4.61072
SYC,2001,5.30533
SYC,2002,4.70597
SYC,2003,5.50939
SYC,2004,5.37754
SYC,2005,5.21991
SYC,2006,5.16842
SYC,2007,4.50417
SYC,2008,4.58248
SYC,2009,4.43327
SYC,2010,5.35168
SYC,2011,5.33888
SYC,2012,6.26213
SYC,2013,4.97012
SYC,2014,4.76224
SYC,2015,4.30914
SYC,2016,4.7135
SYC,2017,4.47661
SYC,2018,4.56916
SYC,2019,4.35729
SYC,2020,6.03122
SYC,2021,5.20266
SYC,2022,4.23752
SLE,2000,8.48962
SLE,2001,8.36565
SLE,2002,9.40314
SLE,2003,8.45331
SLE,2004,8.67061
SLE,2005,9.04396
SLE,2006,9.02353
SLE,2007,8.52284
SLE,2008,8.81158
SLE,2009,9.68422
SLE,2010,9.12688
SLE,2011,10.76754
SLE,2012,8.94355
SLE,2013,11.59018
SLE,2014,19.69005
SLE,2015,19.65816
SLE,2016,15.78851
SLE,2017,9.39976
SLE,2018,8.28988
SLE,2019,9.12993
SLE,2020,9.32589
SLE,2021,8.55334
SLE,2022,7.94752
SGP,2000,3.34336
SGP,2001,3.16303
SGP,2002,3.35846
SGP,2003,3.60699
SGP,2004,3.1502
SGP,2005,3.03368
SGP,2006,2.93475
SGP,2007,2.83749
SGP,2008,3.19488
SGP,2009,3.39371
SGP,2010,3.19826
SGP,2011,3.15392
SGP,2012,3.32393
SGP,2013,3.68225
SGP,2014,3.87133
SGP,2015,4.18061
SGP,2016,4.35019
SGP,2017,4.31882
SGP,2018,4.01884
SGP,2019,4.35299
SGP,2020,5.61609
SGP,2021,5.16691
SGP,2022,4.89703
SVK,2000,5.30257
SVK,2001,5.33151
SVK,2002,5.50948
SVK,2003,5.4485
SVK,2004,6.3719
SVK,2005,6.5887
SVK,2006,6.85077
SVK,2007,7.17735
SVK,2008,6.95634
SVK,2009,7.94779
SVK,2010,7.66639
SVK,2011,7.29859
SVK,2012,7.53581
SVK,2013,7.49518
SVK,2014,6.88412
SVK,2015,6.76215
SVK,2016,7.09178
SVK,2017,6.75699
SVK,2018,6.6664
SVK,2019,6.91965
SVK,2020,7.1265
SVK,2021,7.75625
SVK,2022,7.73064
SVN,2000,7.80407
SVN,2001,7.87602
SVN,2002,8.0212
SVN,2003,8.09883
SVN,2004,7.93957
SVN,2005,7.99596
SVN,2006,7.82323
SVN,2007,7.51139
SVN,2008,7.85467
SVN,2009,8.5408
SVN,2010,8.56503
SVN,2011,8.5364
SVN,2012,8.7151
SVN,2013,8.74028
SVN,2014,8.50198
SVN,2015,8.49824
SVN,2016,8.47801
SVN,2017,8.18481
SVN,2018,8.27693
SVN,2019,8.49057
SVN,2020,9.42808
SVN,2021,9.48055
SVN,2022,9.60508
SLB,2000,4.82779
SLB,2001,6.60713
SLB,2002,10.10628
SLB,2003,7.07725
SLB,2004,7.72557
SLB,2005,9.01795
SLB,2006,8.00802
SLB,2007,7.18583
SLB,2008,5.50857
SLB,2009,6.60899
SLB,2010,4.66451
SLB,2011,5.02602
SLB,2012,4.8776
SLB,2013,4.58157
SLB,2014,4.89056
SLB,2015,4.44853
SLB,2016,4.52953
SLB,2017,4.16556
SLB,2018,3.86441
SLB,2019,4.43728
SLB,2020,4.89478
SLB,2021,4.94758
SLB,2022,4.82369
SOM,2013,2.81839
SOM,2014,2.71561
SOM,2015,2.84292
SOM,2016,2.27534
SOM,2017,2.43361
SOM,2018,2.3717
SOM,2019,2.1906
SOM,2020,2.2475
SOM,2021,2.56882
SOM,2022,2.62183
ZAF,2000,7.33662
ZAF,2001,7.12328
ZAF,2002,6.67774
ZAF,2003,7.04098
ZAF,2004,6.93842
ZAF,2005,6.86216
ZAF,2006,6.87651
ZAF,2007,6.90511
ZAF,2008,7.14832
ZAF,2009,7.64941
ZAF,2010,7.79358
ZAF,2011,7.94434
ZAF,2012,8.00429
ZAF,2013,8.10322
ZAF,2014,7.87137
ZAF,2015,8.05304
ZAF,2016,8.07959
ZAF,2017,7.97711
ZAF,2018,8.08197
ZAF,2019,8.24653
ZAF,2020,9.01329
ZAF,2021,8.67433
ZAF,2022,8.77087
KOR,2000,3.85544
KOR,2001,4.32142
KOR,2002,4.05226
KOR,2003,4.63368
KOR,2004,4.60466
KOR,2005,4.83942
KOR,2006,5.16117
KOR,2007,5.16155
KOR,2008,5.39977
KOR,2009,5.89821
KOR,2010,6.02607
KOR,2011,6.12371
KOR,2012,6.17752
KOR,2013,6.31104
KOR,2014,6.50226
KOR,2015,6.72447
KOR,2016,6.89293
KOR,2017,7.04772
KOR,2018,7.46262
KOR,2019,8.12675
KOR,2020,8.35549
KOR,2021,8.95733
KOR,2022,9.43414
SSD,2017,15.9573
SSD,2018,10.0565
SSD,2019,9.03741
SSD,2020,9.31798
SSD,2021,6.25599
SSD,2022,6.76126
,2000,3.56747
,2001,3.80295
,2002,3.89144
,2003,3.50265
,2004,3.7848
,2005,3.98592
,2006,3.94231
,2007,3.92131
,2008,4.32192
,2009,4.29303
,2010,4.0245
,2011,4.01389
,2012,4.14831
,2013,4.40773
,2014,4.42856
,2015,4.71579
,2016,4.75381
,2017,4.43547
,2018,4.18574
,2019,4.13621
,2020,5.24073
,2021,5.43598
,2022,5.8331
ESP,2000,6.79922
ESP,2001,6.76896
ESP,2002,6.80053
ESP,2003,7.56327
ESP,2004,7.65048
ESP,2005,7.73974
ESP,2006,7.82906
ESP,2007,7.91866
ESP,2008,8.38226
ESP,2009,9.10764
ESP,2010,9.11891
ESP,2011,9.16797
ESP,2012,9.15597
ESP,2013,9.06588
ESP,2014,9.08676
ESP,2015,9.12383
ESP,2016,8.94896
ESP,2017,8.94652
ESP,2018,8.99859
ESP,2019,9.13488
ESP,2020,10.7321
ESP,2021,10.30862
ESP,2022,9.73829
LKA,2000,4.10819
LKA,2001,4.05663
LKA,2002,4.03716
LKA,2003,3.64647
LKA,2004,4.03913
LKA,2005,3.87909
LKA,2006,3.8502
LKA,2007,3.82258
LKA,2008,3.85483
LKA,2009,4.05677
LKA,2010,3.74145
LKA,2011,3.58195
LKA,2012,3.30659
LKA,2013,3.69365
LKA,2014,3.46786
LKA,2015,3.68264
LKA,2016,3.61788
LKA,2017,3.33093
LKA,2018,3.64189
LKA,2019,3.89905
LKA,2020,4.06135
LKA,2021,4.0283
LKA,2022,4.3627
SDN,2000,3.60664
SDN,2001,3.36457
SDN,2002,3.30011
SDN,2003,3.89188
SDN,2004,4.15593
SDN,2005,4.09418
SDN,2006,4.88544
SDN,2007,5.66269
SDN,2008,5.42314
SDN,2009,6.39496
SDN,2010,5.0581
SDN,2011,5.6158
SDN,2012,5.68827
SDN,2013,6.96487
SDN,2014,5.6762
SDN,2015,5.81113
SDN,2016,5.68438
SDN,2017,5.91767
SDN,2018,4.46358
SDN,2019,4.57118
SDN,2020,3.00965
SDN,2021,2.83128
SDN,2022,4.61874
SUR,2000,5.87092
SUR,2001,3.82475
SUR,2002,5.32992
SUR,2003,4.88878
SUR,2004,5.46081
SUR,2005,5.24396
SUR,2006,5.85599
SUR,2007,5.22149
SUR,2008,4.747
SUR,2009,4.9781
SUR,2010,4.69786
SUR,2011,4.40932
SUR,2012,4.28436
SUR,2013,4.48738
SUR,2014,4.52128
SUR,2015,5.80808
SUR,2016,5.99284
SUR,2017,5.32286
SUR,2018,6.68947
SUR,2019,8.52921
SUR,2020,6.67584
SUR,2021,5.46009
SUR,2022,5.91761
SWE,2000,7.3269
SWE,2001,7.90033
SWE,2002,8.21006
SWE,2003,8.31725
SWE,2004,8.12962
SWE,2005,8.15084
SWE,2006,8.05227
SWE,2007,7.99608
SWE,2008,8.20824
SWE,2009,8.77038
SWE,2010,8.31964
SWE,2011,10.41647
SWE,2012,10.73515
SWE,2013,10.90491
SWE,2014,10.94795
SWE,2015,10.80418
SWE,2016,10.8524
SWE,2017,10.7851
SWE,2018,10.94106
SWE,2019,10.83224
SWE,2020,11.33297
SWE,2021,11.10181
SWE,2022,10.49857
CHE,2000,9.13442
CHE,2001,9.4604
CHE,2002,9.88
CHE,2003,10.13697
CHE,2004,10.22577
CHE,2005,10.05823
CHE,2006,9.5802
CHE,2007,9.41694
CHE,2008,9.53168
CHE,2009,10.14151
CHE,2010,10.00535
CHE,2011,10.11941
CHE,2012,10.34785
CHE,2013,10.6146
CHE,2014,10.69967
CHE,2015,11.00445
CHE,2016,11.22941
CHE,2017,11.41295
CHE,2018,11.19891
CHE,2019,11.42589
CHE,2020,12.00404
CHE,2021,12.00466
CHE,2022,11.70653
SYR,2000,4.55401
SYR,2001,4.69719
SYR,2002,4.94717
SYR,2003,5.11782
SYR,2004,4.47935
SYR,2005,4.1097
SYR,2006,3.77771
SYR,2007,3.72243
SYR,2008,3.39763
SYR,2009,3.54647
SYR,2010,3.22704
SYR,2011,2.52865
SYR,2012,3.0472
SYR,2013,3.55863
SYR,2014,4.01812
SYR,2015,3.47905
SYR,2016,3.73849
SYR,2017,3.81525
SYR,2018,3.86613
SYR,2019,3.94
SYR,2020,3.71556
SYR,2021,4.70614
SYR,2022,4.15099
TJK,2000,4.26492
TJK,2001,4.57803
TJK,2002,4.43647
TJK,2003,4.70219
TJK,2004,4.79911
TJK,2005,5.21025
TJK,2006,5.03255
TJK,2007,5.5405
TJK,2008,5.91207
TJK,2009,5.8558
TJK,2010,5.73543
TJK,2011,5.85972
TJK,2012,5.98186
TJK,2013,6.53226
TJK,2014,6.6655
TJK,2015,6.90736
TJK,2016,6.9635
TJK,2017,6.85399
TJK,2018,7.01382
TJK,2019,6.94767
TJK,2020,8.89035
TJK,2021,8.37504
TJK,2022,7.62917
TZA,2000,3.4153
TZA,2001,4.23552
TZA,2002,4.68908
TZA,2003,5.34231
TZA,2004,5.73734
TZA,2005,6.32283
TZA,2006,7.59828
TZA,2007,6.88428
TZA,2008,5.55705
TZA,2009,5.06306
TZA,2010,5.22392
TZA,2011,5.05598
TZA,2012,5.01779
TZA,2013,4.64643
TZA,2014,4.01492
TZA,2015,3.6497
TZA,2016,3.9635
TZA,2017,4.07779
TZA,2018,4.32879
TZA,2019,4.02387
TZA,2020,3.05196
TZA,2021,3.47258
TZA,2022,3.11196
THA,2000,3.10125
THA,2001,3.02624
THA,2002,3.33472
THA,2003,3.24313
THA,2004,3.13893
THA,2005,3.15972
THA,2006,3.09971
THA,2007,3.19278
THA,2008,3.45934
THA,2009,3.6194
THA,2010,3.3901
THA,2011,3.56825
THA,2012,3.52294
THA,2013,3.45313
THA,2014,3.68448
THA,2015,3.85229
THA,2016,3.93901
THA,2017,3.85277
THA,2018,3.8704
THA,2019,3.78912
THA,2020,4.35725
THA,2021,5.15337
THA,2022,5.35471
TGO,2000,2.71672
TGO,2001,2.80675
TGO,2002,2.82403
TGO,2003,2.86098
TGO,2004,3.00705
TGO,2005,3.22045
TGO,2006,3.36328
TGO,2007,3.67734
TGO,2008,3.74072
TGO,2009,3.92727
TGO,2010,4.33284
TGO,2011,4.38927
TGO,2012,4.64366
TGO,2013,4.7867
TGO,2014,4.90473
TGO,2015,6.21764
TGO,2016,6.55581
TGO,2017,6.5021
TGO,2018,6.16074
TGO,2019,5.91269
TGO,2020,6.18928
TGO,2021,5.6166
TGO,2022,6.04134
TON,2000,2.90389
TON,2001,3.42502
TON,2002,3.58958
TON,2003,3.43583
TON,2004,4.50742
TON,2005,4.3856
TON,2006,5.47225
TON,2007,4.7333
TON,2008,6.0576
TON,2009,3.97381
TON,2010,4.81632
TON,2011,4.73991
TON,2012,7.33277
TON,2013,4.10562
TON,2014,5.11482
TON,2015,4.66762
TON,2016,5.08616
TON,2017,5.4912
TON,2018,5.98712
TON,2019,5.42395
TON,2020,5.5626
TON,2021,7.63287
TON,2022,8.13608
TTO,2000,4.23492
TTO,2001,4.03465
TTO,2002,4.72302
TTO,2003,4.18767
TTO,2004,4.30805
TTO,2005,4.43451
TTO,2006,4.15432
TTO,2007,4.1536
TTO,2008,3.65757
TTO,2009,5.48676
TTO,2010,5.08043
TTO,2011,4.72198
TTO,2012,4.59683
TTO,2013,4.77727
TTO,2014,4.83715
TTO,2015,5.61371
TTO,2016,6.44781
TTO,2017,6.5131
TTO,2018,6.46674
TTO,2019,6.85251
TTO,2020,7.48662
TTO,2021,7.12625
TTO,2022,6.43106
TUN,2000,4.81272
TUN,2001,4.86133
TUN,2002,5.12036
TUN,2003,5.20889
TUN,2004,5.19891
TUN,2005,5.14556
TUN,2006,5.1311
TUN,2007,5.17543
TUN,2008,5.16441
TUN,2009,5.40595
TUN,2010,5.60951
TUN,2011,6.12299
TUN,2012,6.28985
TUN,2013,6.51395
TUN,2014,6.45006
TUN,2015,6.2134
TUN,2016,6.24778
TUN,2017,6.18557
TUN,2018,5.93752
TUN,2019,6.02461
TUN,2020,7.05022
TUN,2021,6.97669
TUN,2022,6.9638
TUR,2000,4.59957
TUR,2001,4.88785
TUR,2002,5.06228
TUR,2003,5.01428
TUR,2004,4.90964
TUR,2005,4.8939
TUR,2006,5.14592
TUR,2007,5.23761
TUR,2008,5.21762
TUR,2009,5.49439
TUR,2010,5.02053
TUR,2011,4.65305
TUR,2012,4.44445
TUR,2013,4.371
TUR,2014,4.32518
TUR,2015,4.1169
TUR,2016,4.28469
TUR,2017,4.17975
TUR,2018,4.12102
TUR,2019,4.35954
TUR,2020,4.6164
TUR,2021,4.56066
TUR,2022,3.70339
TKM,2000,4.0308
TKM,2001,4.76605
TKM,2002,4.10697
TKM,2003,4.97849
TKM,2004,6.18652
TKM,2005,5.58887
TKM,2006,4.92076
TKM,2007,3.09329
TKM,2008,3.4538
TKM,2009,2.81471
TKM,2010,3.20879
TKM,2011,3.22296
TKM,2012,3.34204
TKM,2013,3.96929
TKM,2014,4.25742
TKM,2015,5.01653
TKM,2016,5.58718
TKM,2017,5.82361
TKM,2018,5.55298
TKM,2019,5.55223
TKM,2020,5.57226
TKM,2021,5.49197
TKM,2022,5.37104
TUV,2000,22.28174
TUV,2001,17.96548
TUV,2002,11.83692
TUV,2003,13.70337
TUV,2004,9.3315
TUV,2005,10.02976
TUV,2006,11.9035
TUV,2007,10.08182
TUV,2008,9.63605
TUV,2009,12.30977
TUV,2010,15.37378
TUV,2011,13.79317
TUV,2012,13.15472
TUV,2013,14.34196
TUV,2014,14.93792
TUV,2015,13.38872
TUV,2016,18.32286
TUV,2017,24.07941
TUV,2018,18.36379
TUV,2019,22.02993
TUV,2020,18.59855
TUV,2021,19.54604
TUV,2022,18.3821
UGA,2000,5.08274
UGA,2001,5.05205
UGA,2002,4.77133
UGA,2003,4.29916
UGA,2004,4.70022
UGA,2005,5.80516
UGA,2006,6.46331
UGA,2007,6.11309
UGA,2008,5.45475
UGA,2009,5.78846
UGA,2010,6.8089
UGA,2011,6.69591
UGA,2012,6.10854
UGA,2013,5.78252
UGA,2014,5.33653
UGA,2015,4.99643
UGA,2016,5.00793
UGA,2017,3.99852
UGA,2018,4.02144
UGA,2019,3.79371
UGA,2020,5.23699
UGA,2021,5.48128
UGA,2022,4.39089
UKR,2000,5.30685
UKR,2001,5.72534
UKR,2002,5.9922
UKR,2003,6.54574
UKR,2004,6.16857
UKR,2005,6.34616
UKR,2006,6.41719
UKR,2007,6.01777
UKR,2008,5.49754
UKR,2009,6.60992
UKR,2010,6.81388
UKR,2011,6.8167
UKR,2012,7.11789
UKR,2013,6.94358
UKR,2014,7.19506
UKR,2015,7.78353
UKR,2016,7.55205
UKR,2017,7.44188
UKR,2018,7.51989
UKR,2019,7.09175
UKR,2020,7.56217
UKR,2021,8.20275
ARE,2000,2.39504
ARE,2001,2.48436
ARE,2002,2.71771
ARE,2003,2.64634
ARE,2004,2.46226
ARE,2005,2.32021
ARE,2006,2.32541
ARE,2007,2.56603
ARE,2008,2.92858
ARE,2009,4.05
ARE,2010,3.74433
ARE,2011,3.56666
ARE,2012,3.33596
ARE,2013,3.50222
ARE,2014,3.53405
ARE,2015,3.46609
ARE,2016,3.8958
ARE,2017,4.00855
ARE,2018,4.09854
ARE,2019,4.40291
ARE,2020,5.82477
ARE,2021,5.30494
ARE,2022,4.67551
GBR,2000,7.15693
GBR,2001,7.45211
GBR,2002,7.87847
GBR,2003,8.07831
GBR,2004,8.33868
GBR,2005,8.39431
GBR,2006,8.54523
GBR,2007,8.75711
GBR,2008,9.04034
GBR,2009,9.84771
GBR,2010,9.78938
GBR,2011,9.79562
GBR,2012,9.8916
GBR,2013,9.97822
GBR,2014,9.90306
GBR,2015,9.83625
GBR,2016,9.76547
GBR,2017,9.60017
GBR,2018,9.73838
GBR,2019,9.95388
GBR,2020,11.96548
GBR,2021,12.01903
GBR,2022,11.05088
USA,2000,12.49003
USA,2001,13.16817
USA,2002,13.99535
USA,2003,14.50558
USA,2004,14.55123
USA,2005,14.57946
USA,2006,14.70878
USA,2007,14.91833
USA,2008,15.20724
USA,2009,16.20068
USA,2010,16.19723
USA,2011,16.14001
USA,2012,16.11975
USA,2013,15.98622
USA,2014,16.19414
USA,2015,16.4816
USA,2016,16.79114
USA,2017,16.75301
USA,2018,16.61531
USA,2019,16.66125
USA,2020,18.81325
USA,2021,17.50639
USA,2022,16.49614
URY,2000,9.17182
URY,2001,9.75702
URY,2002,9.64023
URY,2003,9.57667
URY,2004,8.26618
URY,2005,7.72391
URY,2006,7.70999
URY,2007,7.46167
URY,2008,8.09082
URY,2009,7.91611
URY,2010,7.87757
URY,2011,7.91521
URY,2012,8.03331
URY,2013,8.08448
URY,2014,8.03891
URY,2015,8.25704
URY,2016,8.63851
URY,2017,8.71702
URY,2018,8.90014
URY,2019,9.24069
URY,2020,9.06925
URY,2021,8.91666
URY,2022,8.94532
UZB,2000,5.13293
UZB,2001,5.23737
UZB,2002,5.14165
UZB,2003,5.18825
UZB,2004,4.84064
UZB,2005,4.78199
UZB,2006,4.75141
UZB,2007,4.54268
UZB,2008,4.70447
UZB,2009,4.7965
UZB,2010,5.29939
UZB,2011,5.26245
UZB,2012,5.54822
UZB,2013,5.71897
UZB,2014,4.43092
UZB,2015,4.73597
UZB,2016,4.71504
UZB,2017,4.8379
UZB,2018,5.05427
UZB,2019,5.39748
UZB,2020,6.71439
UZB,2021,7.69774
UZB,2022,7.36325
VUT,2000,3.30683
VUT,2001,3.38728
VUT,2002,3.90438
VUT,2003,3.50692
VUT,2004,3.53992
VUT,2005,3.30529
VUT,2006,3.32189
VUT,2007,3.10786
VUT,2008,3.1381
VUT,2009,3.25198
VUT,2010,3.52656
VUT,2011,3.59819
VUT,2012,3.93563
VUT,2013,4.39234
VUT,2014,3.64669
VUT,2015,4.32168
VUT,2016,3.07874
VUT,2017,2.88112
VUT,2018,3.44046
VUT,2019,3.49615
VUT,2020,4.12129
VUT,2021,4.54704
VUT,2022,4.14743
VEN,2018,2.41691
VEN,2019,2.18564
VEN,2020,4.11615
VEN,2021,4.10222
VEN,2022,4.55047
VNM,2000,4.10753
VNM,2001,4.80107
VNM,2002,3.87076
VNM,2003,3.9423
VNM,2004,4.08792
VNM,2005,4.31821
VNM,2006,4.5698
VNM,2007,4.62918
VNM,2008,4.36028
VNM,2009,4.48503
VNM,2010,5.07146
VNM,2011,4.97469
VNM,2012,5.00178
VNM,2013,4.41233
VNM,2014,4.69079
VNM,2015,4.71141
VNM,2016,4.86995
VNM,2017,4.99015
VNM,2018,5.02679
VNM,2019,4.97407
VNM,2020,4.3322
VNM,2021,4.53757
VNM,2022,4.58892
,2000,6.43093
,2001,7.45323
,2002,6.28182
,2003,6.10213
,2004,6.4164
,2005,6.75211
,2006,9.52018
,2007,7.23239
,2008,7.79673
,2009,7.92063
,2010,7.2251
,2011,6.76255
,2012,6.41006
,2013,6.54281
,2014,6.6254
,2015,6.68323
,2016,6.81444
,2017,6.92722
,2018,6.88669
,2019,7.21097
,2020,7.55834
,2021,8.1853
,2022,8.13379
OWID_WRL,2000,5.45692
OWID_WRL,2001,5.7401
OWID_WRL,2002,5.71726
OWID_WRL,2003,5.75217
OWID_WRL,2004,5.86435
OWID_WRL,2005,5.92706
OWID_WRL,2006,6.3073
OWID_WRL,2007,5.96492
OWID_WRL,2008,6.13041
OWID_WRL,2009,6.51656
OWID_WRL,2010,6.33229
OWID_WRL,2011,6.2416
OWID_WRL,2012,6.19048
OWID_WRL,2013,6.28136
OWID_WRL,2014,6.35145
OWID_WRL,2015,6.46324
OWID_WRL,2016,6.51133
OWID_WRL,2017,6.46817
OWID_WRL,2018,6.37427
OWID_WRL,2019,6.51842
OWID_WRL,2020,7.15795
OWID_WRL,2021,7.23388
OWID_WRL,2022,6.93709
YEM,2000,4.66607
YEM,2001,4.94515
YEM,2002,4.83238
YEM,2003,5.75758
YEM,2004,5.5144
YEM,2005,5.20585
YEM,2006,5.5293
YEM,2007,5.82078
YEM,2008,5.76192
YEM,2009,5.9862
YEM,2010,5.15933
YEM,2011,4.76953
YEM,2012,5.19594
YEM,2013,4.96083
YEM,2014,4.8418
YEM,2015,4.25286
YEM,2016,4.84507
YEM,2017,4.8477
YEM,2018,5.27202
YEM,2019,5.83813
YEM,2020,5.77271
YEM,2021,6.17543
YEM,2022,6.18667
ZMB,2000,4.17366
ZMB,2001,4.82996
ZMB,2002,5.88845
ZMB,2003,5.99554
ZMB,2004,5.48491
ZMB,2005,6.33089
ZMB,2006,5.57742
ZMB,2007,4.57961
ZMB,2008,4.46691
ZMB,2009,5.15719
ZMB,2010,3.97472
ZMB,2011,3.95913
ZMB,2012,4.04542
ZMB,2013,4.5739
ZMB,2014,3.82924
ZMB,2015,4.42974
ZMB,2016,4.46923
ZMB,2017,4.78156
ZMB,2018,4.76997
ZMB,2019,6.7533
ZMB,2020,6.30674
ZMB,2021,6.63951
ZMB,2022,5.25592
ZWE,2010,10.47584
ZWE,2011,8.08288
ZWE,2012,6.91795
ZWE,2013,7.1094
ZWE,2014,8.13227
ZWE,2015,7.44983
ZWE,2016,7.46645
ZWE,2017,6.17279
ZWE,2018,4.65527
ZWE,2019,3.23268
ZWE,2020,2.9544
ZWE,2021,2.78572
ZWE,2022,3.62881
