Code,Year,"Share of population in poverty ($3 a day, 2021 prices)",Population (historical),World regions according to OWID
,1814,,443450905,
,1815,,447406278,
,1816,,451410184,
,1817,,455463193,
,1818,,459565883,
,1819,,463523017,
,1820,,467331452,
,1821,,470984651,
,1822,,474481600,
,1823,,477855433,
,1824,,481262934,
,1825,,484704506,
,1826,,488180599,
,1827,,491691638,
,1828,,495238081,
,1829,,498311264,
,1830,,500907481,
,1831,,503023016,
,1832,,504649469,
,1833,,505783012,
,1834,,506928906,
,1835,,508087433,
,1836,,509258898,
,1837,,510443594,
,1838,,511641845,
,1839,,512791595,
,1840,,513893098,
,1841,,514949973,
,1842,,515962567,
,1843,,516931226,
,1844,,517918693,
,1845,,518925425,
,1846,,519951923,
,1847,,520998680,
,1848,,522066230,
,1849,,522385469,
,1850,,521962583,
,1851,,520703345,
,1852,,518714950,
,1853,,516004984,
,1854,,513347233,
,1855,,510741583,
,1856,,508187921,
,1857,,505686161,
,1858,,503236216,
,1859,,501093762,
,1860,,499253656,
,1861,,497720004,
,1862,,496486709,
,1863,,495543966,
,1864,,494627197,
,1865,,493728689,
,1866,,492846719,
,1867,,491987834,
,1868,,491149740,
,1869,,490943831,
,1870,,491383615,
,1871,,492450010,
,1872,,494174184,
,1873,,496527144,
,1874,,498892471,
,1875,,501297368,
,1876,,503721131,
,1877,,506133395,
,1878,,508550005,
,1879,,511012616,
,1880,,513552839,
,1881,,516184395,
,1882,,518901519,
,1883,,521688568,
,1884,,524500856,
,1885,,527391803,
,1886,,530276611,
,1887,,533199828,
,1888,,536131921,
,1889,,539262826,
,1890,,542615413,
,1891,,546149263,
,1892,,549886331,
,1893,,553839225,
,1894,,557851102,
,1895,,561934147,
,1896,,566023971,
,1897,,570179442,
,1898,,574378565,
,1899,,578715794,
,1900,,583148261,
,1901,,587661218,
,1902,,592275403,
,1903,,596974438,
,1904,,601708473,
,1905,,606477910,
,1906,,611283323,
,1907,,616141844,
,1908,,621053557,
,1909,,626307594,
,1910,,631911560,
,1911,,637850897,
,1912,,644181145,
,1913,,650884042,
,1914,,657679549,
,1915,,664571770,
,1916,,671495459,
,1917,,678412403,
,1918,,685583130,
,1919,,692469643,
,1920,,699088324,
,1921,,705306452,
,1922,,711120510,
,1923,,716542617,
,1924,,722043748,
,1925,,727625153,
,1926,,733289283,
,1927,,739037208,
,1928,,744871454,
,1929,,750977065,
,1930,,757401345,
,1931,,764142734,
,1932,,771201961,
,1933,,778535887,
,1934,,785964357,
,1935,,793490395,
,1936,,801115876,
,1937,,808841840,
,1938,,816670502,
,1939,,824699275,
,1940,,832965921,
,1941,,841481513,
,1942,,850155078,
,1943,,858791425,
,1944,,867156429,
,1945,,875650570,
,1946,,884512636,
,1947,,893926043,
,1948,,903656201,
,1949,,915603403,
,1950,,927829961,
,1951,,946591954,
,1952,,967414416,
,1953,,989662727,
,1954,,1012417075,
,1955,,1036444075,
,1956,,1060530740,
,1957,,1085862342,
,1958,,1111618973,
,1959,,1132405866,
,1960,,1147191622,
,1961,,1161210675,
,1962,,1183911757,
,1963,,1217144205,
,1964,,1251438013,
,1965,,1283912295,
,1966,,1316822564,
,1967,,1349885696,
,1968,,1384577933,
,1969,,1420600062,
,1970,,1456693473,
,1971,,1492553420,
,1972,,1527560619,
,1973,,1562045976,
,1974,,1595507284,
,1975,,1627342571,
,1976,,1658006259,
,1977,,1687818432,
,1978,,1717294143,
,1979,,1747437825,
,1980,,1778698349,
,1981,,1811655794,
,1982,,1846182616,
,1983,,1880139880,
,1984,,1913689032,
,1985,,1948314069,
,1986,,1984336831,
,1987,,2021851155,
,1988,,2059210641,
,1989,,2096075553,
,1990,,2133212546,
,1991,,2167382314,
,1992,,2197406055,
,1993,,2225369861,
,1994,,2251652283,
,1995,,2277401663,
,1996,,2302891501,
,1997,,2327613637,
,1998,,2351662004,
,1999,,2375149846,
,2000,,2398658002,
,2001,,2421698836,
,2002,,2443169936,
,2003,,2464250116,
,2004,,2485797097,
,2005,,2507751547,
,2006,,2529346002,
,2007,,2550034553,
,2008,,2571616096,
,2009,,2594532094,
,2010,,2617657240,
,2011,,2640400163,
,2012,,2664517398,
,2013,,2689585465,
,2014,,2713983279,
,2015,,2737646890,
,2016,,2759890904,
,2017,,2781778743,
,2018,,2801804568,
,2019,,2818594893,
,2020,,2832101028,
,2021,,2841892610,
,2022,,2847730001,
,2023,,2852870890,
URY,2006,1.0247957,3289508,
URY,2007,0.7409602,3295155,
URY,2008,0.4102528,3302184,
URY,2009,0.43807378,3310093,
URY,2010,0.29160225,3318581,
URY,2011,0.24554183,3326829,
URY,2012,0.26949468,3335406,
URY,2013,0.3063146,3345335,
URY,2014,0.2115371,3356343,
URY,2015,0.21638308,3368022,
URY,2016,0.1253963,3379279,
URY,2017,0.11754421,3388444,
URY,2018,0.09022135,3394538,
URY,2019,0.1317269,3397206,
URY,2020,0.27661452,3398966,
URY,2021,0.15432957,3396693,
URY,2022,0.24023405,3390913,
URY,2023,0.1693897,3388083,South America
URY,2024,0.16715977,,
URY,-10000,,1705,
URY,-9000,,1894,
URY,-8000,,2105,
URY,-7000,,2339,
URY,-6000,,2598,
URY,-5000,,2887,
URY,-4000,,3208,
URY,-3000,,3565,
URY,-2000,,3961,
URY,-1000,,4401,
URY,0,,4890,
URY,100,,5435,
URY,200,,6040,
URY,300,,6714,
URY,400,,7463,
URY,500,,8295,
URY,600,,9221,
URY,700,,10252,
URY,800,,11397,
URY,900,,12672,
URY,1000,,14091,
URY,1100,,15670,
URY,1200,,17428,
URY,1300,,19386,
URY,1400,,21566,
URY,1500,,23995,
URY,1600,,26701,
URY,1700,,29719,
URY,1710,,31284,
URY,1720,,32930,
URY,1730,,34663,
URY,1740,,36488,
URY,1750,,38408,
URY,1760,,40430,
URY,1770,,42557,
URY,1780,,44797,
URY,1790,,47155,
URY,1800,,55000,
URY,1801,,55000,
URY,1802,,55000,
URY,1803,,55000,
URY,1804,,55000,
URY,1805,,55000,
URY,1806,,55000,
URY,1807,,55000,
URY,1808,,55000,
URY,1809,,55000,
URY,1810,,55000,
URY,1811,,55000,
URY,1812,,55000,
URY,1813,,55000,
URY,1814,,55000,
URY,1815,,55000,
URY,1816,,55000,
URY,1817,,55000,
URY,1818,,55000,
URY,1819,,55326,
URY,1820,,55987,
URY,1821,,56993,
URY,1822,,58355,
URY,1823,,60083,
URY,1824,,61862,
URY,1825,,63694,
URY,1826,,65580,
URY,1827,,67522,
URY,1828,,69522,
URY,1829,,71581,
URY,1830,,73700,
URY,1831,,75883,
URY,1832,,78130,
URY,1833,,80443,
URY,1834,,82826,
URY,1835,,85278,
URY,1836,,87803,
URY,1837,,90404,
URY,1838,,93081,
URY,1839,,95837,
URY,1840,,98675,
URY,1841,,101597,
URY,1842,,104605,
URY,1843,,107703,
URY,1844,,110892,
URY,1845,,114176,
URY,1846,,117557,
URY,1847,,121038,
URY,1848,,124622,
URY,1849,,128952,
URY,1850,,134084,
URY,1851,,140112,
URY,1852,,147069,
URY,1853,,155024,
URY,1854,,163409,
URY,1855,,172247,
URY,1856,,181564,
URY,1857,,191384,
URY,1858,,201736,
URY,1859,,212207,
URY,1860,,222786,
URY,1861,,233457,
URY,1862,,244204,
URY,1863,,255009,
URY,1864,,266292,
URY,1865,,278074,
URY,1866,,290377,
URY,1867,,303225,
URY,1868,,316641,
URY,1869,,329733,
URY,1870,,342458,
URY,1871,,354769,
URY,1872,,366619,
URY,1873,,377956,
URY,1874,,389643,
URY,1875,,401691,
URY,1876,,414112,
URY,1877,,426917,
URY,1878,,440118,
URY,1879,,454587,
URY,1880,,470397,
URY,1881,,487626,
URY,1882,,506355,
URY,1883,,526670,
URY,1884,,547801,
URY,1885,,569779,
URY,1886,,592638,
URY,1887,,616415,
URY,1888,,641146,
URY,1889,,665394,
URY,1890,,689096,
URY,1891,,712186,
URY,1892,,734591,
URY,1893,,756238,
URY,1894,,778522,
URY,1895,,801463,
URY,1896,,825080,
URY,1897,,849392,
URY,1898,,874421,
URY,1899,,897890,
URY,1900,,919712,
URY,1901,,939799,
URY,1902,,958059,
URY,1903,,974396,
URY,1904,,991011,
URY,1905,,1007909,
URY,1906,,1025096,
URY,1907,,1042575,
URY,1908,,1060353,
URY,1909,,1080020,
URY,1910,,1101649,
URY,1911,,1125313,
URY,1912,,1151086,
URY,1913,,1179048,
URY,1914,,1207688,
URY,1915,,1237025,
URY,1916,,1267074,
URY,1917,,1297852,
URY,1918,,1329066,
URY,1919,,1360604,
URY,1920,,1392464,
URY,1921,,1424646,
URY,1922,,1457146,
URY,1923,,1489961,
URY,1924,,1523516,
URY,1925,,1557826,
URY,1926,,1592909,
URY,1927,,1628782,
URY,1928,,1665463,
URY,1929,,1699941,
URY,1930,,1732125,
URY,1931,,1761920,
URY,1932,,1789231,
URY,1933,,1813956,
URY,1934,,1839024,
URY,1935,,1864438,
URY,1936,,1890203,
URY,1937,,1916324,
URY,1938,,1942806,
URY,1939,,1968567,
URY,1940,,1993585,
URY,1941,,2017838,
URY,1942,,2041302,
URY,1943,,2063955,
URY,1944,,2086858,
URY,1945,,2110016,
URY,1946,,2133431,
URY,1947,,2157106,
URY,1948,,2181044,
URY,1949,,2206710,
URY,1950,,2234414,
URY,1951,,2256416,
URY,1952,,2281110,
URY,1953,,2308051,
URY,1954,,2336875,
URY,1955,,2367035,
URY,1956,,2398370,
URY,1957,,2430772,
URY,1958,,2463868,
URY,1959,,2497153,
URY,1960,,2529964,
URY,1961,,2562047,
URY,1962,,2593294,
URY,1963,,2623767,
URY,1964,,2653182,
URY,1965,,2681172,
URY,1966,,2707655,
URY,1967,,2732283,
URY,1968,,2754605,
URY,1969,,2773985,
URY,1970,,2790811,
URY,1971,,2806462,
URY,1972,,2821648,
URY,1973,,2837143,
URY,1974,,2853947,
URY,1975,,2872328,
URY,1976,,2891395,
URY,1977,,2909469,
URY,1978,,2925714,
URY,1979,,2939906,
URY,1980,,2951956,
URY,1981,,2963250,
URY,1982,,2975490,
URY,1983,,2988779,
URY,1984,,3002495,
URY,1985,,3017044,
URY,1986,,3032846,
URY,1987,,3049896,
URY,1988,,3067957,
URY,1989,,3086254,
URY,1990,,3104404,
URY,1991,,3122357,
URY,1992,,3139704,
URY,1993,,3156351,
URY,1994,,3172839,
URY,1995,,3189438,
URY,1996,,3206329,
URY,1997,,3223349,
URY,1998,,3239286,
URY,1999,,3254020,
URY,2000,,3266212,
URY,2001,,3274257,
URY,2002,,3278868,
URY,2003,,3281188,
URY,2004,,3283157,
URY,2005,,3285776,
,1981,0,,
,1989,1.0446085,,
,1992,0.86906666,,
,1995,0.8450753,,
,1996,0.8616103,,
,1997,0.73992497,,
,1998,0.8802245,,
,2000,0.8300387,,
,2001,0.7061025,,
,2002,1.1213923,,
,2003,1.5494643,,
,2004,1.6920056,,
,2005,1.522471,,
UZB,2021,4.373623,34243696,
UZB,2022,4.3929377,34938953,
UZB,2023,4.0662766,35652311,Asia
UZB,2024,2.718295,,
UZB,-10000,,102306,
UZB,-9000,,119357,
UZB,-8000,,139250,
UZB,-7000,,162459,
UZB,-6000,,189535,
UZB,-5000,,221125,
UZB,-4000,,257979,
UZB,-3000,,300976,
UZB,-2000,,351138,
UZB,-1000,,409661,
UZB,0,,477938,
UZB,100,,512077,
UZB,200,,548654,
UZB,300,,587843,
UZB,400,,629832,
UZB,500,,674820,
UZB,600,,723022,
UZB,700,,774666,
UZB,800,,830000,
UZB,900,,865000,
UZB,1000,,900000,
UZB,1100,,970000,
UZB,1200,,1040000,
UZB,1300,,1110000,
UZB,1400,,1180000,
UZB,1500,,1260000,
UZB,1600,,1440000,
UZB,1700,,1620000,
UZB,1710,,1711233,
UZB,1720,,1806302,
UZB,1730,,1906652,
UZB,1740,,2012577,
UZB,1750,,2124387,
UZB,1760,,2242409,
UZB,1770,,2366987,
UZB,1780,,2498486,
UZB,1790,,2637291,
UZB,1800,,1919159,
UZB,1801,,1919159,
UZB,1802,,1919159,
UZB,1803,,1919159,
UZB,1804,,1919159,
UZB,1805,,1919159,
UZB,1806,,1919159,
UZB,1807,,1919159,
UZB,1808,,1919159,
UZB,1809,,1919159,
UZB,1810,,1919159,
UZB,1811,,1919159,
UZB,1812,,1919159,
UZB,1813,,1919159,
UZB,1814,,1919159,
UZB,1815,,1919159,
UZB,1816,,1919159,
UZB,1817,,1919159,
UZB,1818,,1919159,
UZB,1819,,1922681,
UZB,1820,,1929758,
UZB,1821,,1940422,
UZB,1822,,1954706,
UZB,1823,,1972644,
UZB,1824,,1990746,
UZB,1825,,2009014,
UZB,1826,,2027450,
UZB,1827,,2046056,
UZB,1828,,2064831,
UZB,1829,,2083780,
UZB,1830,,2102902,
UZB,1831,,2122199,
UZB,1832,,2141674,
UZB,1833,,2161327,
UZB,1834,,2181161,
UZB,1835,,2201176,
UZB,1836,,2221376,
UZB,1837,,2241760,
UZB,1838,,2262332,
UZB,1839,,2283093,
UZB,1840,,2304044,
UZB,1841,,2325187,
UZB,1842,,2346524,
UZB,1843,,2368057,
UZB,1844,,2389788,
UZB,1845,,2411718,
UZB,1846,,2433850,
UZB,1847,,2456184,
UZB,1848,,2478724,
UZB,1849,,2501470,
UZB,1850,,2524425,
UZB,1851,,2546822,
UZB,1852,,2569418,
UZB,1853,,2592213,
UZB,1854,,2615211,
UZB,1855,,2638413,
UZB,1856,,2661820,
UZB,1857,,2685435,
UZB,1858,,2709259,
UZB,1859,,2733294,
UZB,1860,,2757542,
UZB,1861,,2782004,
UZB,1862,,2806684,
UZB,1863,,2831582,
UZB,1864,,2856701,
UZB,1865,,2882043,
UZB,1866,,2907608,
UZB,1867,,2933401,
UZB,1868,,2959422,
UZB,1869,,2985674,
UZB,1870,,3012158,
UZB,1871,,3038877,
UZB,1872,,3065832,
UZB,1873,,3093026,
UZB,1874,,3120462,
UZB,1875,,3148140,
UZB,1876,,3176063,
UZB,1877,,3204234,
UZB,1878,,3232655,
UZB,1879,,3261327,
UZB,1880,,3290253,
UZB,1881,,3319436,
UZB,1882,,3348877,
UZB,1883,,3378579,
UZB,1884,,3408544,
UZB,1885,,3438774,
UZB,1886,,3469272,
UZB,1887,,3500041,
UZB,1888,,3531082,
UZB,1889,,3562398,
UZB,1890,,3593991,
UZB,1891,,3625864,
UZB,1892,,3658019,
UZB,1893,,3690460,
UZB,1894,,3723187,
UZB,1895,,3756205,
UZB,1896,,3789515,
UZB,1897,,3823120,
UZB,1898,,3857022,
UZB,1899,,3891225,
UZB,1900,,3925731,
UZB,1901,,3960542,
UZB,1902,,3995662,
UZB,1903,,4031093,
UZB,1904,,4066837,
UZB,1905,,4102899,
UZB,1906,,4139279,
UZB,1907,,4175982,
UZB,1908,,4213010,
UZB,1909,,4250365,
UZB,1910,,4288052,
UZB,1911,,4326072,
UZB,1912,,4364429,
UZB,1913,,4403126,
UZB,1914,,4442165,
UZB,1915,,4481550,
UZB,1916,,4521284,
UZB,1917,,4561369,
UZB,1918,,4603227,
UZB,1919,,4645469,
UZB,1920,,4688099,
UZB,1921,,4731120,
UZB,1922,,4774535,
UZB,1923,,4818349,
UZB,1924,,4862565,
UZB,1925,,4907187,
UZB,1926,,4952219,
UZB,1927,,4997663,
UZB,1928,,5043525,
UZB,1929,,5089807,
UZB,1930,,5136514,
UZB,1931,,5183650,
UZB,1932,,5231218,
UZB,1933,,5279223,
UZB,1934,,5327669,
UZB,1935,,5376559,
UZB,1936,,5425897,
UZB,1937,,5475688,
UZB,1938,,5525937,
UZB,1939,,5576646,
UZB,1940,,5627821,
UZB,1941,,5679465,
UZB,1942,,5731583,
UZB,1943,,5784180,
UZB,1944,,5837259,
UZB,1945,,5890825,
UZB,1946,,5944883,
UZB,1947,,5999437,
UZB,1948,,6054491,
UZB,1949,,6136836,
UZB,1950,,6239906,
UZB,1951,,6385010,
UZB,1952,,6536522,
UZB,1953,,6698118,
UZB,1954,,6869811,
UZB,1955,,7054038,
UZB,1956,,7252046,
UZB,1957,,7463066,
UZB,1958,,7689160,
UZB,1959,,7935475,
UZB,1960,,8209125,
UZB,1961,,8517722,
UZB,1962,,8854368,
UZB,1963,,9202243,
UZB,1964,,9557610,
UZB,1965,,9921681,
UZB,1966,,10289299,
UZB,1967,,10659181,
UZB,1968,,11032154,
UZB,1969,,11403157,
UZB,1970,,11762643,
UZB,1971,,12111512,
UZB,1972,,12465108,
UZB,1973,,12831046,
UZB,1974,,13209013,
UZB,1975,,13598521,
UZB,1976,,13998620,
UZB,1977,,14408815,
UZB,1978,,14816350,
UZB,1979,,15215588,
UZB,1980,,15619935,
UZB,1981,,16035031,
UZB,1982,,16462742,
UZB,1983,,16908402,
UZB,1984,,17378855,
UZB,1985,,17875337,
UZB,1986,,18395621,
UZB,1987,,18930068,
UZB,1988,,19460634,
UZB,1989,,19977192,
UZB,1990,,20464963,
UZB,1991,,20962908,
UZB,1992,,21485095,
UZB,1993,,21987960,
UZB,1994,,22463295,
UZB,1995,,22917588,
UZB,1996,,23351981,
UZB,1997,,23758961,
UZB,1998,,24134930,
UZB,1999,,24476013,
UZB,2000,,24787052,
UZB,2001,,25090289,
UZB,2002,,25399987,
UZB,2003,,25711261,
UZB,2004,,26029350,
UZB,2005,,26356977,
UZB,2006,,26699046,
UZB,2007,,27076013,
UZB,2008,,27494780,
UZB,2009,,27939333,
UZB,2010,,28385509,
UZB,2011,,28823194,
UZB,2012,,29261908,
UZB,2013,,29724065,
UZB,2014,,30222994,
UZB,2015,,30749349,
UZB,2016,,31284565,
UZB,2017,,31819172,
UZB,2018,,32373489,
UZB,2019,,32964700,
UZB,2020,,33586373,
VUT,2010,25.711266,238256,
VUT,2019,19.495604,291995,
VUT,0,,15,
VUT,100,,24,
VUT,200,,36,
VUT,300,,54,
VUT,400,,81,
VUT,500,,121,
VUT,600,,182,
VUT,700,,273,
VUT,800,,410,
VUT,900,,616,
VUT,1000,,924,
VUT,1100,,1386,
VUT,1200,,2079,
VUT,1300,,3119,
VUT,1400,,4679,
VUT,1500,,7018,
VUT,1600,,10528,
VUT,1700,,15792,
VUT,1710,,16623,
VUT,1720,,17498,
VUT,1730,,18419,
VUT,1740,,19388,
VUT,1750,,20409,
VUT,1760,,21483,
VUT,1770,,22614,
VUT,1780,,23804,
VUT,1790,,25057,
VUT,1800,,27791,
VUT,1801,,27791,
VUT,1802,,27791,
VUT,1803,,27791,
VUT,1804,,27791,
VUT,1805,,27791,
VUT,1806,,27791,
VUT,1807,,27791,
VUT,1808,,27791,
VUT,1809,,27791,
VUT,1810,,27791,
VUT,1811,,27791,
VUT,1812,,27791,
VUT,1813,,27791,
VUT,1814,,27791,
VUT,1815,,27791,
VUT,1816,,27791,
VUT,1817,,27791,
VUT,1818,,27791,
VUT,1819,,27846,
VUT,1820,,27955,
VUT,1821,,28121,
VUT,1822,,28343,
VUT,1823,,28621,
VUT,1824,,28902,
VUT,1825,,29186,
VUT,1826,,29473,
VUT,1827,,29763,
VUT,1828,,30055,
VUT,1829,,30350,
VUT,1830,,30648,
VUT,1831,,30950,
VUT,1832,,31254,
VUT,1833,,31561,
VUT,1834,,31871,
VUT,1835,,32184,
VUT,1836,,32500,
VUT,1837,,32820,
VUT,1838,,33142,
VUT,1839,,33468,
VUT,1840,,33797,
VUT,1841,,34129,
VUT,1842,,34464,
VUT,1843,,34803,
VUT,1844,,35145,
VUT,1845,,35490,
VUT,1846,,35839,
VUT,1847,,36191,
VUT,1848,,36546,
VUT,1849,,36905,
VUT,1850,,37268,
VUT,1851,,37623,
VUT,1852,,37981,
VUT,1853,,38342,
VUT,1854,,38707,
VUT,1855,,39076,
VUT,1856,,39448,
VUT,1857,,39823,
VUT,1858,,40202,
VUT,1859,,40585,
VUT,1860,,40971,
VUT,1861,,41361,
VUT,1862,,41755,
VUT,1863,,42152,
VUT,1864,,42553,
VUT,1865,,42958,
VUT,1866,,43367,
VUT,1867,,43780,
VUT,1868,,44196,
VUT,1869,,44617,
VUT,1870,,45041,
VUT,1871,,45470,
VUT,1872,,45903,
VUT,1873,,46340,
VUT,1874,,46781,
VUT,1875,,47226,
VUT,1876,,47675,
VUT,1877,,48129,
VUT,1878,,48587,
VUT,1879,,49049,
VUT,1880,,49516,
VUT,1881,,49987,
VUT,1882,,50463,
VUT,1883,,50943,
VUT,1884,,51427,
VUT,1885,,51917,
VUT,1886,,52411,
VUT,1887,,52909,
VUT,1888,,53413,
VUT,1889,,53921,
VUT,1890,,54434,
VUT,1891,,54952,
VUT,1892,,55475,
VUT,1893,,56003,
VUT,1894,,56536,
VUT,1895,,57073,
VUT,1896,,57616,
VUT,1897,,58165,
VUT,1898,,58718,
VUT,1899,,59277,
VUT,1900,,59840,
VUT,1901,,60410,
VUT,1902,,60984,
VUT,1903,,61565,
VUT,1904,,62150,
VUT,1905,,62742,
VUT,1906,,63338,
VUT,1907,,63941,
VUT,1908,,64549,
VUT,1909,,64890,
VUT,1910,,64963,
VUT,1911,,64769,
VUT,1912,,64309,
VUT,1913,,63584,
VUT,1914,,62866,
VUT,1915,,62157,
VUT,1916,,61456,
VUT,1917,,60763,
VUT,1918,,60096,
VUT,1919,,59565,
VUT,1920,,59170,
VUT,1921,,58907,
VUT,1922,,58777,
VUT,1923,,58777,
VUT,1924,,58777,
VUT,1925,,58777,
VUT,1926,,58777,
VUT,1927,,58777,
VUT,1928,,58777,
VUT,1929,,58564,
VUT,1930,,58144,
VUT,1931,,57518,
VUT,1932,,56691,
VUT,1933,,55667,
VUT,1934,,54661,
VUT,1935,,53674,
VUT,1936,,52704,
VUT,1937,,51752,
VUT,1938,,50817,
VUT,1939,,50114,
VUT,1940,,49640,
VUT,1941,,49393,
VUT,1942,,49367,
VUT,1943,,49561,
VUT,1944,,49756,
VUT,1945,,49951,
VUT,1946,,50148,
VUT,1947,,50345,
VUT,1948,,50543,
VUT,1949,,50948,
VUT,1950,,51557,
VUT,1951,,52378,
VUT,1952,,53285,
VUT,1953,,54316,
VUT,1954,,55435,
VUT,1955,,56650,
VUT,1956,,57941,
VUT,1957,,59391,
VUT,1958,,60999,
VUT,1959,,62683,
VUT,1960,,64446,
VUT,1961,,66279,
VUT,1962,,68188,
VUT,1963,,70171,
VUT,1964,,72232,
VUT,1965,,74375,
VUT,1966,,76605,
VUT,1967,,78935,
VUT,1968,,81334,
VUT,1969,,83770,
VUT,1970,,86283,
VUT,1971,,88881,
VUT,1972,,91578,
VUT,1973,,94379,
VUT,1974,,97273,
VUT,1975,,100288,
VUT,1976,,103402,
VUT,1977,,106634,
VUT,1978,,109980,
VUT,1979,,113061,
VUT,1980,,115683,
VUT,1981,,118268,
VUT,1982,,121051,
VUT,1983,,124013,
VUT,1984,,127125,
VUT,1985,,130375,
VUT,1986,,133737,
VUT,1987,,137206,
VUT,1988,,140769,
VUT,1989,,144410,
VUT,1990,,148073,
VUT,1991,,151807,
VUT,1992,,155619,
VUT,1993,,159475,
VUT,1994,,163328,
VUT,1995,,167155,
VUT,1996,,170926,
VUT,1997,,174638,
VUT,1998,,178322,
VUT,1999,,182056,
VUT,2000,,186290,
VUT,2001,,191047,
VUT,2002,,195871,
VUT,2003,,200760,
VUT,2004,,205720,
VUT,2005,,210772,
VUT,2006,,215939,
VUT,2007,,221291,
VUT,2008,,226908,
VUT,2009,,232740,
VUT,2011,,243483,
VUT,2012,,248894,
VUT,2013,,254495,
VUT,2014,,260247,
VUT,2015,,266115,
VUT,2016,,272097,
VUT,2017,,278518,
VUT,2018,,285273,
VUT,2020,,298867,
VUT,2021,,305882,
VUT,2022,,313061,
VUT,2023,,320422,Oceania
VAT,1800,,905,
VAT,1801,,905,
VAT,1802,,905,
VAT,1803,,905,
VAT,1804,,905,
VAT,1805,,905,
VAT,1806,,905,
VAT,1807,,905,
VAT,1808,,905,
VAT,1809,,905,
VAT,1810,,905,
VAT,1811,,905,
VAT,1812,,905,
VAT,1813,,905,
VAT,1814,,905,
VAT,1815,,905,
VAT,1816,,905,
VAT,1817,,905,
VAT,1818,,905,
VAT,1819,,905,
VAT,1820,,905,
VAT,1821,,905,
VAT,1822,,905,
VAT,1823,,905,
VAT,1824,,905,
VAT,1825,,905,
VAT,1826,,905,
VAT,1827,,905,
VAT,1828,,905,
VAT,1829,,905,
VAT,1830,,905,
VAT,1831,,905,
VAT,1832,,905,
VAT,1833,,905,
VAT,1834,,905,
VAT,1835,,905,
VAT,1836,,905,
VAT,1837,,905,
VAT,1838,,905,
VAT,1839,,905,
VAT,1840,,905,
VAT,1841,,905,
VAT,1842,,905,
VAT,1843,,905,
VAT,1844,,905,
VAT,1845,,905,
VAT,1846,,905,
VAT,1847,,905,
VAT,1848,,905,
VAT,1849,,905,
VAT,1850,,905,
VAT,1851,,905,
VAT,1852,,905,
VAT,1853,,905,
VAT,1854,,905,
VAT,1855,,905,
VAT,1856,,905,
VAT,1857,,905,
VAT,1858,,905,
VAT,1859,,905,
VAT,1860,,905,
VAT,1861,,905,
VAT,1862,,905,
VAT,1863,,905,
VAT,1864,,905,
VAT,1865,,905,
VAT,1866,,905,
VAT,1867,,905,
VAT,1868,,905,
VAT,1869,,905,
VAT,1870,,905,
VAT,1871,,905,
VAT,1872,,905,
VAT,1873,,905,
VAT,1874,,905,
VAT,1875,,905,
VAT,1876,,905,
VAT,1877,,905,
VAT,1878,,905,
VAT,1879,,905,
VAT,1880,,905,
VAT,1881,,905,
VAT,1882,,905,
VAT,1883,,905,
VAT,1884,,905,
VAT,1885,,905,
VAT,1886,,905,
VAT,1887,,905,
VAT,1888,,905,
VAT,1889,,905,
VAT,1890,,905,
VAT,1891,,905,
VAT,1892,,905,
VAT,1893,,905,
VAT,1894,,905,
VAT,1895,,905,
VAT,1896,,905,
VAT,1897,,905,
VAT,1898,,905,
VAT,1899,,905,
VAT,1900,,905,
VAT,1901,,905,
VAT,1902,,905,
VAT,1903,,905,
VAT,1904,,905,
VAT,1905,,905,
VAT,1906,,905,
VAT,1907,,905,
VAT,1908,,905,
VAT,1909,,905,
VAT,1910,,905,
VAT,1911,,905,
VAT,1912,,905,
VAT,1913,,905,
VAT,1914,,905,
VAT,1915,,905,
VAT,1916,,905,
VAT,1917,,905,
VAT,1918,,905,
VAT,1919,,905,
VAT,1920,,905,
VAT,1921,,905,
VAT,1922,,905,
VAT,1923,,905,
VAT,1924,,905,
VAT,1925,,905,
VAT,1926,,905,
VAT,1927,,905,
VAT,1928,,905,
VAT,1929,,905,
VAT,1930,,905,
VAT,1931,,905,
VAT,1932,,905,
VAT,1933,,905,
VAT,1934,,905,
VAT,1935,,905,
VAT,1936,,905,
VAT,1937,,905,
VAT,1938,,905,
VAT,1939,,905,
VAT,1940,,905,
VAT,1941,,905,
VAT,1942,,905,
VAT,1943,,905,
VAT,1944,,905,
VAT,1945,,905,
VAT,1946,,905,
VAT,1947,,905,
VAT,1948,,905,
VAT,1949,,905,
VAT,1950,,889,
VAT,1951,,895,
VAT,1952,,901,
VAT,1953,,907,
VAT,1954,,914,
VAT,1955,,921,
VAT,1956,,926,
VAT,1957,,928,
VAT,1958,,930,
VAT,1959,,931,
VAT,1960,,929,
VAT,1961,,926,
VAT,1962,,928,
VAT,1963,,929,
VAT,1964,,931,
VAT,1965,,901,
VAT,1966,,854,
VAT,1967,,816,
VAT,1968,,785,
VAT,1969,,769,
VAT,1970,,758,
VAT,1971,,750,
VAT,1972,,746,
VAT,1973,,745,
VAT,1974,,743,
VAT,1975,,742,
VAT,1976,,746,
VAT,1977,,749,
VAT,1978,,752,
VAT,1979,,755,
VAT,1980,,754,
VAT,1981,,753,
VAT,1982,,750,
VAT,1983,,747,
VAT,1984,,744,
VAT,1985,,741,
VAT,1986,,740,
VAT,1987,,740,
VAT,1988,,737,
VAT,1989,,737,
VAT,1990,,736,
VAT,1991,,737,
VAT,1992,,736,
